Section,A,B,C,D,F,Total A-F,GPA,I,S,U,Q,X,Total,Instructor
MMET-402-503,3,6,5,0,0,14,2.857,0,0,0,0,0,14,FANG G
MMET-402-504,2,8,4,0,0,14,2.857,0,0,0,0,0,14,FANG G
MMET-410-501,3,7,2,0,0,12,3.083,0,0,0,0,0,12,HSIEH S
MMET-410-502,1,3,1,0,0,5,3.000,0,0,0,0,0,5,HSIEH S
MMET-410-503,0,8,2,0,0,10,2.800,0,1,0,0,0,11,HSIEH S
MMET-410-504,0,5,7,0,0,12,2.416,0,0,0,0,0,12,HSIEH S
MMET-410-505,2,4,4,1,0,11,2.636,0,0,0,0,0,11,HSIEH S
MMET-412-501,4,8,2,2,0,16,2.875,0,0,0,0,0,16,LEON V
MMET-412-502,8,3,5,0,0,16,3.187,0,0,0,0,0,16,LEON V
MMET-412-503,1,2,2,0,0,5,2.800,0,0,0,0,0,5,LEON V
MMET-412-504,2,9,3,0,0,14,2.928,0,0,0,0,0,14,LEON V
MMET-422-930,17,8,1,0,0,26,3.615,0,0,0,0,0,26,ABDELAAL A
MMET-422-931,23,0,0,0,0,23,4.000,0,0,0,0,0,23,FANG G
MMET-429-500,7,44,16,0,0,67,2.865,0,0,0,0,0,67,JOHNSON M
MMET-463-500,10,27,13,1,0,51,2.901,0,0,0,0,0,51,KUTTOLAMADOM M
MMET-612-600,6,5,0,0,1,12,3.250,0,0,0,0,0,12,LEON V
MMET-652-600,7,0,0,0,0,7,4.000,0,0,0,0,0,7,WANG J
MXET-300-500,5,5,4,0,0,14,3.071,0,0,0,1,0,15,SONG X
MXET-375-500,5,7,3,0,0,15,3.133,0,0,0,0,0,15,SONG X
MXET-375-501,2,10,1,0,0,13,3.076,0,0,0,0,0,13,SONG X
MXET-375-502,3,7,2,0,0,12,3.083,0,0,0,0,0,12,SONG X
MXET-400-500,4,9,4,0,0,17,3.000,0,0,0,0,0,17,LEE K
TCMT-612-700,20,6,1,0,1,28,3.571,0,0,0,0,0,28,YANG X
TCMT-612-701,19,6,1,0,0,26,3.692,0,0,0,0,0,26,YANG X
TCMT-621-700,24,4,0,0,0,28,3.857,0,0,0,0,0,28,HANDY M
TCMT-621-701,24,2,0,0,0,26,3.923,0,0,0,0,0,26,HANDY M
TCMT-622-700,20,2,0,0,0,22,3.909,0,0,0,0,0,22,LEON V
TCMT-622-701,13,8,1,1,0,23,3.434,0,0,0,0,0,23,LEON V
TCMT-689-700,11,0,0,0,0,11,4.000,0,0,0,0,0,11,ZOGHI B
TCMT-689-701,11,0,0,0,0,11,4.000,0,0,0,0,0,11,ZOGHI B
TCMT-689-702,11,0,0,0,0,11,4.000,0,0,0,0,0,11,ZOGHI B
TCMT-689-703,10,1,0,0,0,11,3.909,0,0,0,0,0,11,ANDERSON B
TCMT-689-704,9,1,0,0,0,10,3.900,0,0,0,0,0,10,ANDERSON B
TCMT-689-705,10,0,0,0,0,10,4.000,0,0,0,0,0,10,PAJAND A
TCMT-689-706,12,0,0,0,0,12,4.000,0,0,0,0,0,12,PAJAND A
TCMT-689-707,9,1,0,0,0,10,3.900,0,0,0,0,0,10,PAJAND A
TCMT-689-708,13,0,0,0,0,13,4.000,0,0,0,0,0,13,PAJAND A
TCMT-689-709,20,2,0,0,0,22,3.909,0,0,0,0,0,22,CORNWELL B
TCMT-689-710,14,9,0,0,0,23,3.608,0,0,0,0,0,23,CORNWELL B
ISEN-210-501,17,18,2,2,0,39,3.282,1,0,0,0,0,40,YADAV S
ISEN-210-502,29,13,3,0,0,45,3.577,0,0,0,0,0,45,MCDONALD T
ISEN-210-503,8,15,0,0,1,24,3.208,0,0,0,0,0,24,RAO A
ISEN-210-504,8,13,0,0,0,21,3.380,0,0,0,0,0,21,BANERJEE A
ISEN-230-501,14,20,12,6,0,52,2.807,2,0,0,2,0,56,WANG Y
ISEN-230-502,9,24,11,4,1,49,2.734,0,0,0,5,0,54,WANG Y
ISEN-289-500,21,8,2,0,0,31,3.612,1,0,0,0,0,32,SAGAPURAM D
ISEN-289-502,13,12,2,2,1,30,3.133,0,0,0,0,0,30,SAGAPURAM D
ISEN-289-503,20,8,2,0,0,30,3.600,0,0,0,0,0,30,WOLFF S
ISEN-302-501,52,28,8,2,1,91,3.406,0,0,0,4,0,95,PARAB P
ISEN-302-502,71,6,0,1,0,78,3.884,0,0,0,2,0,80,TORKAMANDI B
ISEN-302-503,16,15,26,4,4,65,2.538,0,0,0,18,0,83,WANG Y
ISEN-302-504,49,25,10,4,0,88,3.352,0,0,0,4,0,92,RODRIGUEZ PARAS C
ISEN-302-550,9,1,1,0,0,11,3.727,0,0,0,0,0,11,BUTENKO S
ISEN-310-501,21,17,10,4,2,54,2.944,1,0,0,1,0,56,ERRAGUNTLA M
ISEN-310-502,12,24,8,0,0,44,3.090,0,0,0,4,0,48,ERRAGUNTLA M
ISEN-310-503,3,12,5,0,0,20,2.900,0,0,0,1,0,21,ERRAGUNTLA M
ISEN-320-501,21,20,15,4,0,60,2.966,0,0,0,0,0,60,LOURENCO C
ISEN-320-502,18,24,17,0,0,59,3.016,0,0,0,0,0,59,APRAHAMIAN H
ISEN-320-503,10,7,11,1,0,29,2.896,0,0,0,0,0,29,SEGUNDO B
ISEN-330-901,24,35,10,0,1,70,3.157,0,0,0,0,0,70,ZAHABI M
ISEN-330-902,18,38,9,3,0,68,3.044,0,0,0,0,0,68,ZHANG X
ISEN-340-501,11,14,16,6,1,48,2.583,0,0,0,9,0,57,VALDEZ-FLORES C
ISEN-340-502,19,17,7,2,0,45,3.177,0,0,0,2,0,47,ZOU N
ISEN-350-501,6,16,18,2,0,42,2.619,1,0,0,0,0,43,BENNETT G
ISEN-350-502,9,12,9,2,2,34,2.705,0,0,0,0,0,34,BENNETT G
ISEN-355-501,10,18,20,7,1,56,2.517,0,0,0,5,0,61,VALDEZ-FLORES C
ISEN-355-502,13,20,11,1,0,45,3.000,0,0,0,5,0,50,FELDMAN R
ISEN-370-501,41,19,10,0,0,70,3.442,0,0,0,0,0,70,GEUNES J
ISEN-405-500,45,20,4,0,1,70,3.542,0,0,0,1,0,71,WANG S
ISEN-413-500,9,13,3,0,0,25,3.240,0,0,0,3,0,28,SHAHRAMPOUR S
ISEN-414-500,4,7,1,0,0,12,3.250,0,0,0,1,0,13,ZOU N
ISEN-440-500,7,25,9,0,0,41,2.951,0,0,0,3,0,44,NTAIMO L
ISEN-442-500,21,29,5,0,0,55,3.290,0,0,0,1,0,56,KOPPA R
ISEN-453-500,9,5,6,0,1,21,3.000,0,0,0,2,0,23,CURRY G
ISEN-460-900,13,28,4,0,0,45,3.200,0,0,0,0,0,45,PARSAEI H
ISEN-460-901,5,17,0,0,0,22,3.227,0,0,0,0,0,22,PARSAEI H
ISEN-489-502,28,12,3,1,0,44,3.522,0,0,0,0,0,44,HOFFMANN RODRIGUEZ
ISEN-489-503,11,4,1,0,0,16,3.625,0,0,0,0,0,16,HOFFMANN RODRIGUEZ
ISEN-489-504,17,6,0,0,0,23,3.739,0,0,0,0,0,23,MEHTA R
ISEN-609-600,10,15,2,0,1,28,3.178,0,0,0,2,0,30,MOMCILOVIC P
ISEN-613-601,21,35,0,0,0,56,3.375,1,0,0,1,0,58,EKSIN C
ISEN-613-603,21,12,2,0,0,35,3.542,0,0,0,1,0,36,BAILEY J
ISEN-613-700,4,2,0,1,0,7,3.285,0,0,0,1,0,8,EKSIN C
ISEN-614-600,21,23,0,0,0,44,3.477,0,0,0,0,0,44,DING Y
ISEN-614-700,5,2,0,0,0,7,3.714,0,0,0,0,0,7,DING Y
ISEN-615-600,9,13,10,2,0,34,2.852,0,0,0,0,0,34,CHANG Y
ISEN-615-700,4,2,0,0,0,6,3.666,0,0,0,0,0,6,ELWANY A
ISEN-616-700,3,7,2,0,0,12,3.083,0,0,0,0,0,12,DING Y
ISEN-620-602,18,4,2,0,0,24,3.666,0,0,0,0,0,24,MORENO CENTENO E
ISEN-620-700,1,3,1,0,0,5,3.000,0,0,0,0,0,5,BUTENKO S
ISEN-622-600,18,15,5,0,0,38,3.342,0,0,0,3,0,41,BUTENKO S
ISEN-625-600,12,15,3,1,0,31,3.225,0,0,0,0,0,31,BANERJEE A
ISEN-630-600,37,11,0,0,0,48,3.770,0,0,0,0,0,48,SASANGOHAR F
ISEN-630-700,6,2,1,0,0,9,3.555,0,0,0,0,0,9,FERRIS T
ISEN-636-600,8,3,0,0,0,11,3.727,0,0,0,0,0,11,NTAIMO L
ISEN-640-700,5,2,0,0,0,7,3.714,0,0,0,0,0,7,NTAIMO L
ISEN-645-601,38,8,0,0,0,46,3.826,0,0,0,0,0,46,GRAUL M
ISEN-645-700,7,0,0,0,0,7,4.000,0,0,0,0,0,7,GRAUL M
ISEN-660-600,16,13,2,0,0,31,3.451,0,0,0,0,0,31,CURRIE-GREGG N
ISEN-660-700,3,1,1,0,0,5,3.400,0,0,0,0,0,5,CURRIE-GREGG N
ISEN-662-600,6,3,1,0,0,10,3.500,0,0,0,0,0,10,GARCIA A
ISEN-667-600,18,9,3,1,0,31,3.419,0,0,0,0,0,31,SMITH D
ISEN-667-700,6,5,2,0,1,14,3.071,0,0,0,0,0,14,SMITH D
ISEN-689-600,10,0,0,0,0,10,4.000,0,0,0,0,0,10,TUO R
ISEN-689-602,6,5,0,0,0,11,3.545,0,0,0,0,0,11,ZAHABI M
ISEN-689-604,6,1,0,0,0,7,3.857,2,0,0,1,0,10,BUKKAPATNAM S
DEPARTMENT TOTAL:,1060,876,328,63,19,2346,3.231,9,0,0,82,0,2437,
MSEN-201-500,9,18,19,4,0,50,2.640,0,0,0,4,0,54,PHARR G
MSEN-205-200,5,1,0,0,0,6,3.833,0,0,0,0,0,6,SHAMBERGER P
MSEN-205-500,20,19,11,1,0,51,3.137,0,0,0,1,0,52,SHAMBERGER P
MSEN-222-501,11,11,10,0,0,32,3.031,1,0,0,5,0,38,RADOVIC M
MSEN-222-502,11,22,5,0,0,38,3.157,0,0,0,2,0,40,CASTANEDA-LOPEZ H
MSEN-222-503,10,10,7,1,0,28,3.035,0,0,0,10,0,38,CASE R
MSEN-222-504,6,20,10,1,1,38,2.763,0,0,0,2,0,40,CASE R
MSEN-222-505,9,11,5,1,0,26,3.076,0,0,0,8,0,34,KOLLURU P
MSEN-222-506,7,17,13,2,0,39,2.743,0,0,0,1,0,40,BUTLER B
MSEN-302-500,9,0,0,0,0,9,4.000,0,0,0,0,0,9,CREASY T
MSEN-302-501,8,0,0,0,0,8,4.000,0,0,0,0,0,8,CREASY T
MSEN-302-503,10,0,0,0,0,10,4.000,0,0,0,0,0,10,CREASY T
MSEN-302-504,8,0,0,0,0,8,4.000,0,0,0,0,0,8,CREASY T
MSEN-302-505,8,0,0,0,0,8,4.000,0,0,0,0,0,8,CREASY T
MSEN-305-500,10,16,12,2,0,40,2.850,0,0,0,0,0,40,BULLARD J
MSEN-320-500,3,15,25,0,0,43,2.488,0,0,0,0,0,43,SRIVASTAVA A
MSEN-380-900,33,0,0,0,0,33,4.000,1,0,0,0,0,34,CREASY T
MSEN-420-500,16,10,1,0,0,27,3.555,0,0,0,0,0,27,PENTZER E
MSEN-430-500,5,10,1,0,0,16,3.250,0,0,0,0,0,16,CAGIN T
MSEN-440-500,22,6,0,0,0,28,3.785,0,0,0,0,0,28,CASTANEDA-LOPEZ H
MSEN-601-600,17,19,2,0,0,38,3.394,0,0,0,0,0,38,QIAN X
MSEN-603-600,24,20,1,0,0,45,3.511,0,0,0,0,0,45,SUKHISHVILI S
MSEN-614-600,17,0,0,0,0,17,4.000,0,0,0,0,0,17,XIE K
MSEN-640-600,15,21,6,0,0,42,3.214,0,0,0,0,0,42,PARAMORE J
MSEN-643-600,17,0,0,0,0,17,4.000,0,0,0,0,1,18,CASTANEDA-LOPEZ H
MSEN-646-600,0,5,2,0,0,7,2.714,2,0,0,0,0,9,CASE R
MSEN-660-600,12,5,1,0,0,18,3.611,0,0,0,2,0,20,BRAGA NETO U
MSEN-689-601,7,0,0,0,0,7,4.000,0,0,0,0,0,7,CAGIN T
MEEN-210-202,45,2,0,0,0,47,3.957,0,0,0,0,0,47,MOHIUDDIN M
MEEN-210-501,46,12,4,0,2,64,3.562,0,0,0,1,0,65,MOHIUDDIN M
MEEN-210-503,66,4,0,0,0,70,3.942,0,0,0,0,0,70,JONES W
MEEN-210-504,66,2,1,0,0,69,3.942,0,0,0,0,0,69,JONES W
MEEN-210-505,63,6,0,1,0,70,3.871,0,0,0,0,0,70,KRISHNAMURTHY V
MEEN-210-M01,5,0,1,0,0,6,3.666,0,0,0,0,0,6,CONKEY A
MEEN-221-501,12,25,26,10,6,79,2.341,0,0,0,14,0,93,MCVAY M
MEEN-221-502,8,20,24,13,3,68,2.250,0,0,0,14,0,82,CORLETO-MENA C
MEEN-221-503,8,22,17,6,5,58,2.379,0,0,0,15,0,73,CORLETO-MENA C
MEEN-221-504,13,18,34,12,4,81,2.296,0,0,0,12,0,93,MCVAY M
MEEN-222-501,17,16,12,1,0,46,3.065,0,0,0,4,0,50,RADOVIC M
MEEN-222-502,21,23,11,1,0,56,3.142,0,0,0,1,0,57,CASTANEDA-LOPEZ H
MEEN-222-503,19,6,13,0,1,39,3.076,0,0,0,10,0,49,CASE R
MEEN-222-504,9,16,21,1,0,47,2.702,0,0,0,3,0,50,CASE R
MEEN-222-505,11,16,9,2,2,40,2.800,0,0,0,4,0,44,KOLLURU P
MEEN-222-506,12,27,9,0,0,48,3.062,0,0,0,0,0,48,BUTLER B
MEEN-225-502,19,50,19,7,1,96,2.822,0,0,0,4,0,100,COPE D
MEEN-225-504,23,43,20,4,3,93,2.849,0,0,0,5,0,98,COPE D
MEEN-260-501,7,14,5,2,1,29,2.827,0,0,0,1,0,30,MCVAY M
MEEN-260-502,10,10,4,2,3,29,2.758,0,0,0,1,0,30,MCVAY M
MEEN-260-503,10,14,1,0,1,26,3.230,0,0,0,3,0,29,MCVAY M
MEEN-260-505,2,8,1,0,2,13,2.615,0,0,0,0,0,13,MCVAY M
MEEN-260-506,2,8,4,4,2,20,2.200,0,0,0,2,0,22,MCVAY M
MEEN-285-500,4,2,1,0,0,7,3.428,0,0,0,0,0,7,COPE D
MEEN-289-500,38,6,2,3,0,49,0.000,0,0,0,0,0,49,SCHMITT A
MEEN-315-501,17,19,21,20,5,82,2.280,0,0,0,11,0,93,LI Y
MEEN-315-505,10,17,17,2,2,48,2.645,0,0,0,14,0,62,HAJIMIRZA S
MEEN-344-501,28,34,14,0,2,78,3.102,0,0,0,3,0,81,NGUYEN D
MEEN-344-502,21,32,27,3,8,91,2.604,0,0,0,9,0,100,CHAROENPHOL P
MEEN-344-503,20,39,26,1,1,87,2.873,0,0,0,7,0,94,STAACK D
MEEN-344-505,20,28,14,8,2,72,2.777,1,0,0,0,0,73,SADR R
MEEN-345-501,8,8,0,0,0,16,3.500,0,0,0,0,0,16,KIM H
MEEN-345-502,11,7,0,0,0,18,3.611,0,0,0,0,0,18,KIM H
MEEN-345-503,7,11,0,0,0,18,3.388,0,0,0,0,0,18,KIM H
MEEN-345-504,11,7,0,0,0,18,3.611,0,0,0,0,0,18,KIM H
MEEN-345-505,12,6,0,0,0,18,3.666,0,0,0,0,0,18,KIM H
MEEN-345-506,14,4,0,0,0,18,3.777,0,0,0,0,0,18,KIM H
MEEN-345-507,10,8,0,0,0,18,3.555,0,0,0,0,0,18,KIM H
MEEN-345-508,10,7,1,0,0,18,3.500,0,0,0,0,0,18,KIM H
MEEN-345-509,7,5,0,0,0,12,3.583,0,0,0,0,0,12,KIM H
MEEN-345-510,12,6,0,0,0,18,3.666,0,0,0,0,0,18,KIM H
MEEN-345-511,12,6,0,0,0,18,3.666,0,0,0,0,0,18,KIM H
MEEN-345-512,14,4,0,0,0,18,3.777,0,0,0,0,0,18,KIM H
MEEN-345-513,17,1,0,0,0,18,3.944,0,0,0,0,0,18,KIM H
MEEN-345-514,13,5,0,0,0,18,3.722,0,0,0,0,0,18,KIM H
MEEN-345-515,9,9,0,0,0,18,3.500,0,0,0,0,0,18,KIM H
MEEN-345-516,15,3,0,0,0,18,3.833,0,0,0,0,0,18,KIM H
MEEN-357-501,15,35,10,1,0,61,3.049,0,0,0,0,0,61,GOENEZEN S
MEEN-357-502,25,37,9,3,0,74,3.135,0,0,0,3,0,77,FREED A
MEEN-357-504,28,38,19,3,2,90,2.966,0,0,0,3,0,93,CORLETO-MENA C
MEEN-357-505,29,44,19,0,1,93,3.075,0,0,0,3,0,96,ALLAIRE D
MEEN-360-201,7,3,0,0,0,10,3.700,0,0,0,0,0,10,TAI L
MEEN-360-202,3,2,0,0,0,5,3.600,0,0,0,0,0,5,PHARR M
MEEN-360-203,4,1,0,0,0,5,3.800,0,0,0,0,0,5,MA L
MEEN-360-501,12,37,19,2,0,70,2.842,1,0,0,0,0,71,TAI L
MEEN-360-502,23,29,5,2,3,62,3.080,0,0,0,0,0,62,PHARR M
MEEN-360-503,24,55,9,0,0,88,3.170,0,0,0,0,0,88,MA L
MEEN-361-501,14,2,0,0,0,16,3.875,0,0,0,0,0,16,BALAWI S
MEEN-361-502,16,0,0,0,0,16,4.000,0,0,0,0,0,16,BALAWI S
MEEN-361-503,14,1,1,0,0,16,3.812,0,0,0,0,0,16,BALAWI S
MEEN-361-504,16,0,0,0,0,16,4.000,0,0,0,0,0,16,BALAWI S
MEEN-361-505,16,0,0,0,0,16,4.000,0,0,0,0,0,16,BALAWI S
MEEN-361-506,15,1,0,0,0,16,3.937,0,0,0,0,0,16,BALAWI S
MEEN-361-507,14,0,0,0,0,14,4.000,0,0,0,0,0,14,BALAWI S
MEEN-361-508,13,0,0,0,0,13,4.000,0,0,0,0,0,13,BALAWI S
MEEN-361-509,15,1,0,0,0,16,3.937,0,0,0,0,0,16,BALAWI S
MEEN-361-510,14,0,0,0,0,14,4.000,0,0,0,0,0,14,BALAWI S
MEEN-361-511,16,0,0,0,0,16,4.000,0,0,0,0,0,16,BALAWI S
MEEN-361-512,14,2,0,0,0,16,3.875,0,0,0,0,0,16,BALAWI S
MEEN-361-514,10,3,0,0,0,13,3.769,0,0,0,0,0,13,BALAWI S
MEEN-361-515,16,0,0,0,0,16,4.000,0,0,0,0,0,16,BALAWI S
MEEN-361-516,15,0,0,0,0,15,4.000,0,0,0,0,0,15,BALAWI S
MEEN-363-501,30,36,21,0,2,89,3.033,0,0,0,6,0,95,KIM Y
MEEN-363-502,15,18,17,1,0,51,2.921,1,0,0,13,0,65,DELGADO-MARQUEZ A
MEEN-363-503,23,34,28,0,0,85,2.941,0,0,0,9,0,94,KIM Y
MEEN-363-505,24,38,29,1,0,92,2.923,0,0,0,8,0,100,KIM Y
MEEN-364-501,10,8,2,0,0,20,3.400,0,0,0,0,0,20,HASNAIN Z
MEEN-364-502,6,10,4,1,0,21,3.000,0,0,0,0,0,21,HASNAIN Z
MEEN-364-503,7,10,3,0,0,20,3.200,0,0,0,0,0,20,HASNAIN Z
MEEN-364-505,4,8,1,1,1,15,2.866,0,0,0,1,0,16,HASNAIN Z
MEEN-364-506,8,10,4,0,0,22,3.181,0,0,0,0,0,22,HASNAIN Z
MEEN-368-501,18,14,4,3,0,39,3.205,0,0,0,3,0,42,BENJAMIN C
MEEN-368-502,12,32,9,2,2,57,2.877,0,0,0,2,0,59,MULIANA H
MEEN-381-501,23,2,0,0,0,25,3.920,0,0,0,0,0,25,POLYCARPOU A
MEEN-381-502,21,0,0,0,1,22,3.818,0,0,0,0,0,22,POLYCARPOU A
MEEN-381-503,23,2,0,0,0,25,3.920,0,0,0,0,0,25,POLYCARPOU A
MEEN-381-504,19,2,0,0,0,21,3.904,0,0,0,1,0,22,POLYCARPOU A
MEEN-381-505,25,0,0,0,0,25,4.000,0,0,0,0,0,25,POLYCARPOU A
MEEN-381-506,20,2,1,0,0,23,3.826,0,0,0,0,0,23,POLYCARPOU A
MEEN-381-507,12,0,0,0,0,12,4.000,0,0,0,2,0,14,POLYCARPOU A
MEEN-381-508,16,0,0,0,0,16,4.000,0,0,0,0,0,16,POLYCARPOU A
MEEN-381-510,21,1,0,0,0,22,3.954,0,0,0,0,0,22,POLYCARPOU A
MEEN-401-501,18,7,0,0,0,25,3.720,0,0,0,0,0,25,TSENN J
MEEN-401-502,22,3,0,0,0,25,3.880,0,0,0,0,0,25,TSENN J
MEEN-401-503,19,0,0,0,0,19,4.000,0,0,0,0,0,19,TSENN J
MEEN-401-504,19,6,0,0,0,25,3.760,0,0,0,0,0,25,TSENN J
MEEN-401-505,25,0,0,0,0,25,4.000,0,0,0,0,0,25,COPE D
MEEN-401-506,25,0,0,0,0,25,4.000,0,0,0,0,0,25,COPE D
MEEN-401-507,19,5,0,0,0,24,3.791,0,0,0,0,0,24,COPE D
MEEN-401-508,14,5,0,0,0,19,3.736,0,0,0,0,0,19,COPE D
MEEN-401-509,17,8,0,0,0,25,3.680,0,0,0,0,0,25,TSENN J
MEEN-401-510,17,8,0,0,0,25,3.680,0,0,0,0,0,25,TSENN J
MEEN-401-511,19,6,0,0,0,25,3.760,0,0,0,0,0,25,TSENN J
MEEN-402-501,20,0,0,0,0,20,4.000,0,0,0,0,0,20,MOHIUDDIN M
MEEN-402-502,25,1,0,0,0,26,3.961,0,0,0,0,0,26,MOHIUDDIN M
MEEN-402-503,16,4,0,0,0,20,3.800,0,0,0,0,0,20,MOHIUDDIN M
MEEN-402-504,19,0,0,0,0,19,4.000,0,0,0,0,0,19,MCADAMS D
MEEN-402-505,11,8,0,0,0,19,3.578,0,0,0,0,0,19,MCADAMS D
MEEN-402-506,16,1,0,0,0,17,3.941,0,0,0,0,0,17,MCADAMS D
MEEN-402-507,16,1,0,0,0,17,3.941,0,0,0,0,0,17,MCADAMS D
MEEN-404-901,8,17,0,0,0,25,3.320,0,0,0,0,0,25,CHAROENPHOL P
MEEN-404-902,7,18,0,0,0,25,3.280,0,0,0,0,0,25,CHAROENPHOL P
MEEN-404-903,10,13,0,0,0,23,3.434,0,0,0,1,0,24,CHAROENPHOL P
MEEN-404-904,10,15,0,0,0,25,3.400,0,0,0,0,0,25,CHAROENPHOL P
MEEN-404-905,5,18,1,0,0,24,3.166,0,0,0,0,0,24,CATON J
MEEN-404-906,12,13,0,0,0,25,3.480,0,0,0,0,0,25,CATON J
MEEN-404-907,8,16,0,0,0,24,3.333,0,0,0,0,0,24,CATON J
MEEN-404-908,13,8,0,0,0,21,3.619,0,0,0,0,0,21,TAI L
MEEN-404-909,16,6,0,0,0,22,3.727,0,0,0,0,0,22,TAI L
MEEN-404-910,12,9,0,0,0,21,3.571,0,0,0,0,0,21,TAI L
MEEN-404-911,5,15,0,0,0,20,3.250,0,0,0,0,0,20,CATON J
MEEN-421-501,33,40,13,2,1,89,3.146,0,0,0,3,0,92,HAGLUND J
MEEN-421-502,30,31,18,3,0,82,3.073,0,0,0,0,0,82,AMIRI A
MEEN-431-500,26,19,0,0,1,46,3.500,0,0,0,1,0,47,HUR P
MEEN-433-500,0,4,2,0,0,6,2.666,0,0,0,1,0,7,KIM W
MEEN-437-500,45,4,4,0,1,54,3.703,0,0,0,0,0,54,PATE M
MEEN-440-500,31,11,1,0,0,43,3.697,0,0,0,0,0,43,MORENO M
MEEN-440-501,19,4,0,0,0,23,3.826,0,0,0,0,0,23,LAYTON A
MEEN-441-500,8,4,0,0,0,12,3.666,0,0,0,0,0,12,SUH C
MEEN-442-500,18,9,3,0,0,30,3.500,0,0,0,0,0,30,LEWIS H
MEEN-442-501,20,10,3,0,0,33,3.515,0,0,0,1,0,34,LEWIS H
MEEN-445-500,24,0,0,0,0,24,4.000,0,0,0,0,0,24,FREED A
MEEN-455-500,10,28,4,1,0,43,3.093,0,0,0,0,0,43,SU H
MEEN-458-500,7,15,3,0,0,25,3.160,0,0,0,3,0,28,GRUNLAN J
MEEN-461-501,9,34,15,7,1,66,2.651,0,0,0,1,0,67,HAN J
MEEN-461-503,10,46,16,2,1,75,2.826,0,0,0,0,0,75,FELTS J
MEEN-464-501,10,3,0,0,0,13,3.769,0,0,0,0,0,13,KIM H
MEEN-464-502,10,5,1,0,0,16,3.562,0,0,0,0,0,16,KIM H
MEEN-464-503,12,3,1,0,0,16,3.687,0,0,0,0,0,16,KIM H
MEEN-464-504,10,6,0,0,0,16,3.625,0,0,0,0,0,16,KIM H
MEEN-464-505,9,7,0,0,0,16,3.562,0,0,0,0,0,16,KIM H
MEEN-464-507,5,9,1,0,0,15,3.266,0,0,0,0,0,15,KIM H
MEEN-464-508,7,7,1,0,0,15,3.400,0,0,0,0,0,15,KIM H
MEEN-464-509,5,11,0,0,0,16,3.312,0,0,0,0,0,16,KIM H
MEEN-464-510,6,4,1,0,0,11,3.454,0,0,0,0,0,11,KIM H
MEEN-464-511,4,10,0,0,0,14,3.285,0,0,0,0,0,14,KIM H
MEEN-469-500,65,5,2,0,1,73,3.821,0,0,0,0,0,73,PATE M
MEEN-475-502,52,38,5,1,0,96,3.468,0,0,0,0,0,96,BALAWI S
MEEN-475-503,33,48,8,2,0,91,3.230,0,0,0,4,0,95,AMIRI A
MEEN-477-500,20,3,0,0,0,23,3.869,0,0,0,0,0,23,MCGEE R
MEEN-485-553,8,0,0,0,0,8,4.000,0,0,0,0,0,8,KULATILAKA W
MEEN-489-500,15,15,3,0,0,33,3.363,0,0,0,0,0,33,HIPWELL M
MEEN-601-600,37,11,0,0,0,48,3.770,0,0,0,0,0,48,MALAK R
MEEN-601-700,7,5,0,0,0,12,3.583,0,0,0,0,0,12,MALAK R
MEEN-602-600,26,21,0,0,0,47,3.553,0,0,0,0,0,47,ALLAIRE D
MEEN-602-601,27,14,7,0,0,48,3.416,0,0,0,0,0,48,GOMEZ CONSTANTE J
MEEN-602-700,4,4,0,0,0,8,3.500,0,0,0,0,0,8,ALLAIRE D
MEEN-603-600,2,8,3,0,0,13,2.923,1,0,0,2,0,16,RAJAGOPAL K
MEEN-612-600,21,14,1,0,0,36,3.555,0,0,0,0,0,36,SWAROOP D
MEEN-613-600,21,11,0,0,0,32,3.656,0,0,0,0,0,32,DELGADO-MARQUEZ A
MEEN-615-600,26,8,0,0,0,34,3.764,0,0,0,0,0,34,ANTAO D
MEEN-621-600,21,5,1,0,0,27,3.740,0,0,0,3,0,30,JARRAHBASHI D
MEEN-621-700,3,1,1,0,0,5,3.400,0,0,0,0,0,5,JARRAHBASHI D
MEEN-628-600,4,4,0,0,0,8,3.500,0,0,0,0,0,8,WRIGHT L
MEEN-632-600,12,1,0,0,0,13,3.923,0,0,0,0,0,13,LEWIS H
MEEN-632-601,14,0,0,0,0,14,4.000,0,0,0,0,0,14,LEWIS H
MEEN-634-600,9,6,0,0,0,15,3.600,0,0,0,3,0,18,KIM W
MEEN-645-600,20,0,0,0,0,20,4.000,0,0,0,0,0,20,FREED A
MEEN-651-600,39,6,2,0,1,48,3.708,0,0,0,0,0,48,HUR P
MEEN-662-600,16,3,1,0,0,20,3.750,0,0,0,0,0,20,RASMUSSEN B
MEEN-664-600,17,9,0,0,0,26,3.653,0,0,0,0,2,28,CLARIDGE D
MEEN-667-600,11,6,0,0,0,17,3.647,0,0,0,0,0,17,KIM W
MEEN-669-600,24,2,0,0,0,26,3.923,0,0,0,0,0,26,PATE M
MEEN-672-600,29,5,0,0,0,34,3.852,0,0,0,1,0,35,LACY T
MEEN-672-700,4,1,0,0,0,5,3.800,0,0,0,0,0,5,LACY T
MEEN-680-600,23,8,1,0,0,32,3.687,1,0,0,0,0,33,KULATILAKA W
MEEN-689-600,14,1,0,1,0,16,3.750,0,0,0,0,0,16,LEE C
MEEN-689-601,6,2,1,0,0,9,3.555,0,0,0,0,0,9,HIPWELL M
MEEN-689-602,6,0,0,0,0,6,4.000,0,0,0,0,0,6,LAYTON A
